global_step,loss,vram_allocated_bytes,vram_peak_bytes,time_sec,gradient_magnitude
31,3.107579231262207,21056000,55112704,0.018245568964630365,0.288523512779389
32,3.038806200027466,21056000,55112704,0.017719003022648394,0.2866822773954664
33,3.0275237560272217,21056000,55112704,0.01771550701232627,0.2810973465615125
34,3.013720750808716,21056000,55112704,0.01951234496664256,0.32314004783570577
35,3.0668842792510986,21056000,55112704,0.01966430200263858,0.3059601251233484
36,2.974778175354004,21056000,55112704,0.017320218961685896,0.3482585766457969
37,2.930856943130493,21056000,55112704,0.01822715497110039,0.3452099689775266
38,2.9292595386505127,21056000,55112704,0.017971471010241657,0.31370107676954345
39,2.9241485595703125,21056000,55112704,0.01770497701363638,0.31830864535924547
40,3.004045009613037,21056000,55112704,0.01893241802463308,0.28924189980588566
41,2.9619483947753906,21056000,55112704,0.017894684977363795,0.3032145118076128
42,2.9589126110076904,21056000,55112704,0.01898229302605614,0.2689906103441552
43,2.8290798664093018,21056000,55112704,0.02024441899266094,0.3265765406228845
44,2.9200055599212646,21056000,55112704,0.019034761004149914,0.2724134018828892
45,2.8503971099853516,21056000,55112704,0.01728063402697444,0.31746985964650676
46,2.87172532081604,21056000,55112704,0.01728104497306049,0.3159271177657231
47,2.919175624847412,21056000,55112704,0.01750709197949618,0.28244138185037726
48,2.8025283813476562,21056000,55112704,0.017860269988887012,0.2834212502654694
49,2.847590923309326,21056000,55112704,0.017619726015254855,0.27613271560894037
50,2.8693885803222656,21056000,55112704,0.01801186695229262,0.2576175542926178
51,2.799696683883667,21056000,55112704,0.019813775026705116,0.3432869486755432
52,2.811307907104492,21056000,55112704,0.020319201052188873,0.2810863839239273
53,2.809907913208008,21056000,55112704,0.01901376200839877,0.2725339737304948
54,2.8258988857269287,21056000,55112704,0.017523903981782496,0.2690218043379952
55,2.7800369262695312,21056000,55112704,0.018177520018070936,0.27826045218447376
56,2.7461392879486084,21056000,55112704,0.0172808850184083,0.3187479456564969
57,2.8070645332336426,21056000,55112704,0.01781557605136186,0.302947555775656
58,2.7829222679138184,21056000,55112704,0.018062983988784254,0.306182434112163
59,2.737288236618042,21056000,55112704,0.01826391398208216,0.30111226042757383
60,2.7487781047821045,21056000,55112704,0.019832200021483004,0.27238693346489773
61,2.7079825401306152,21056000,55112704,0.01782817899947986,0.3167673547614314
62,2.7200675010681152,21056000,55112704,0.018601040996145457,0.30172716411817035
63,2.7847514152526855,21056000,55112704,0.01770561799639836,0.317620838003541
64,2.704054832458496,21056000,55112704,0.01762382301967591,0.3155539413733153
65,2.7331788539886475,21056000,55112704,0.017183009011205286,0.2840155903563877
66,2.6894421577453613,21056000,55112704,0.01770564803155139,0.2869406275462798
67,2.6603667736053467,21056000,55112704,0.01780500600580126,0.3677346546165634
68,2.7305848598480225,21056000,55112704,0.018018729984760284,0.32738306749747786
69,2.664991855621338,21056000,55112704,0.018994193989783525,0.2892651006673205
70,2.6635563373565674,21056000,55112704,0.018075426982250065,0.293209368656124
71,2.670076847076416,21056000,55112704,0.01682434097165242,0.3489575248204844
72,2.709059476852417,21056000,55112704,0.016884605051018298,0.4114687681915099
73,2.6999616622924805,21056000,55112704,0.016583554970566183,0.3059244393534969
74,2.688836097717285,21056000,55112704,0.01731346599990502,0.35327300652031646
75,2.697356700897217,21056000,55112704,0.017759700014721602,0.43181561738792645
76,2.708496332168579,21056000,55112704,0.01752214098814875,0.3886431937418353
77,2.6244049072265625,21056000,55112704,0.016481582017149776,0.3442763847525403
78,2.6985983848571777,21056000,55112704,0.016496721014846116,0.5119649528608146
79,2.6606810092926025,21056000,55112704,0.016756341967266053,0.3864939844926164
80,2.655487537384033,21056000,55112704,0.016709262039512396,0.3082319548590501
81,2.574303388595581,21056000,55112704,0.016896066023036838,0.3672842897793207
82,2.6689865589141846,21056000,55112704,0.01686243200674653,0.40907153088150827
83,2.6214041709899902,21056000,55112704,0.016541516000870615,0.32570339574410584
84,2.591231346130371,21056000,55112704,0.016334123036358505,0.2714805247386078
85,2.6226415634155273,21056000,55112704,0.017420648015104234,0.28396032073564836
86,2.6138553619384766,21056000,55112704,0.016890436003450304,0.3932720406705001
87,2.584855794906616,21056000,55112704,0.016403565008658916,0.40788254709901006
88,2.612046480178833,21056000,55112704,0.016703491972293705,0.2730327645843387
89,2.590233325958252,21056000,55112704,0.016492452996317297,0.3270897004979523
90,2.6262247562408447,21056000,55112704,0.01674283598549664,0.4191662724702485
91,2.6093719005584717,21056000,55112704,0.01685674098553136,0.3239096235709764
92,2.573007106781006,21056000,55112704,0.016310538980178535,0.262953655423027
93,2.6190316677093506,21056000,55112704,0.016675930004566908,0.3180647704570196
94,2.5693469047546387,21056000,55112704,0.016866561025381088,0.35331503998339686
95,2.613532781600952,21056000,55112704,0.016484227031469345,0.3602011031881338
96,2.6053545475006104,21056000,55112704,0.016528540989384055,0.2657125166001568
97,2.6201469898223877,21056000,55112704,0.017125329992268234,0.3196692366947103
98,2.6078763008117676,21056000,55112704,0.016915983986109495,0.4138911519487557
99,2.5974204540252686,21056000,55112704,0.017065426975023,0.3271160187888726
100,2.5733892917633057,21056000,55112704,0.01846618502167985,0.27720889120295034
101,2.5735023021698,21056000,55112704,0.019764640019275248,0.3449340913587666
102,2.5661709308624268,21056000,55112704,0.020621681003831327,0.42115458442748993
103,2.4934988021850586,21056000,55112704,0.019785030046477914,0.32968605119467426
104,2.5995755195617676,21056000,55112704,0.018202635983470827,0.33142692813581137
105,2.5655715465545654,21056000,55112704,0.019977493037004024,0.2756035200280353
106,2.5540213584899902,21056000,55112704,0.01959427900146693,0.2730511987833575
107,2.5703322887420654,21056000,55112704,0.01704187097493559,0.32294038167069256
108,2.51613187789917,21056000,55112704,0.016853926004841924,0.3102582272876363
109,2.5694470405578613,21056000,55112704,0.017235427047125995,0.3281714059441083
110,2.523906707763672,21056000,55112704,0.016601818962953985,0.31800239469736835
111,2.51843523979187,21056000,55112704,0.016785435960628092,0.2999244210813222
112,2.5630226135253906,21056000,55112704,0.01656668196665123,0.3294748653439309
113,2.573216438293457,21056000,55112704,0.016820041986647993,0.2996166396473165
114,2.5270795822143555,21056000,55112704,0.01694411603966728,0.2714678170386447
115,2.529423713684082,21056000,55112704,0.016524222039151937,0.27521285846571525
116,2.528287410736084,21056000,55112704,0.0165743560064584,0.2479343188273569
117,2.524902582168579,21056000,55112704,0.016862300981301814,0.26548803985864877
118,2.480717420578003,21056000,55112704,0.01655517000472173,0.2595428220714735
119,2.567963123321533,21056000,55112704,0.01660188805544749,0.30417494087867386
120,2.4904050827026367,21056000,55112704,0.01774123398354277,0.33923648675193635
121,2.5409672260284424,21056000,55112704,0.01707497297320515,0.3371636157739234
122,2.549555778503418,21056000,55112704,0.017138243012595922,0.3897677860347941
123,2.5557754039764404,21056000,55112704,0.016670287994202226,0.3315775877685167
124,2.548741579055786,21056000,55112704,0.016718238999601454,0.36652030590307194
125,2.492767333984375,21056000,55112704,0.01843353296862915,0.34740077800409036
126,2.537120819091797,21056000,55112704,0.01807619701139629,0.35090655054596576
127,2.5061962604522705,21056000,55112704,0.016880906012374908,0.3686322924917701
128,2.570162534713745,21056000,55112704,0.017354190989863127,0.3110310240572307
129,2.5304925441741943,21056000,55112704,0.018154465011321008,0.2646249224925292
130,2.526390552520752,21056000,55112704,0.017602260981220752,0.31294750172416086
131,2.5003843307495117,21056000,55112704,0.021070840011816472,0.3221049586830615
132,2.4622955322265625,21056000,55112704,0.018447558977641165,0.37210086779451046
133,2.482985496520996,21056000,55112704,0.01960419601527974,0.4269952950574575
134,2.527545928955078,21056000,55112704,0.01768919499590993,0.3568220185015795
135,2.513920783996582,21056000,55112704,0.01943495695013553,0.5082360231179543
136,2.4739577770233154,21056000,55112704,0.01936732803005725,0.25771674541358397
137,2.526975393295288,21056000,55112704,0.020250789006240666,0.5493838482887794
138,2.5142524242401123,21056000,55112704,0.019888214010279626,0.30087845964050247
139,2.4741203784942627,21056000,55112704,0.017332880990579724,0.40385113727292066
140,2.4902029037475586,21056000,55112704,0.01706835097866133,0.3704646080370684
141,2.532113790512085,21056000,55112704,0.01732029701815918,0.3308416110562959
142,2.505826950073242,21056000,55112704,0.0168335170019418,0.2825277510963967
143,2.476966381072998,21056000,55112704,0.01685680099762976,0.44169210502414447
144,2.458712100982666,21056000,55112704,0.01694983697962016,0.3177922114230246
145,2.4731740951538086,21056000,55112704,0.01676088897511363,0.3306546786352799
146,2.449328660964966,21056000,55112704,0.017177949019242078,0.36779110795310205
147,2.481287717819214,21056000,55112704,0.017103578022215515,0.34874267589046987
148,2.4882044792175293,21056000,55112704,0.018003789999056607,0.3056391984653675
149,2.4612467288970947,21056000,55112704,0.017953464994207025,0.38893348267815375
150,2.503469705581665,21056000,55112704,0.019080717000178993,0.30868464059986744
151,2.489809513092041,21056000,55112704,0.023918837017845362,0.3302992988964824
152,2.441009044647217,21056000,55112704,0.028364395024254918,0.38556214127857635
153,2.44940185546875,21056000,55112704,0.02243699401151389,0.3357359806172683
154,2.551029682159424,21056000,55112704,0.021160890988539904,0.42446247827371075
155,2.496149778366089,21056000,55112704,0.018471613992005587,0.32008599803624205
156,2.4263722896575928,21056000,55112704,0.019620367034804076,0.32351716830937904
157,2.4544055461883545,21056000,55112704,0.01906339399283752,0.29919579387555106
158,2.4511256217956543,21056000,55112704,0.019815136038232595,0.4538335151627667
159,2.4580845832824707,21056000,55112704,0.01842838298762217,0.2977287071567583
160,2.4845030307769775,21056000,55112704,0.018070226011332124,0.52530930064928
161,2.438905954360962,21056000,55112704,0.018891278945375234,0.3093020996233394
162,2.4625496864318848,21056000,55112704,0.018493735988158733,0.3627519914789765
163,2.442444324493408,21056000,55112704,0.018275793991051614,0.34796383165440664
164,2.448495626449585,21056000,55112704,0.019730335974600166,0.26741076471757935
165,2.475796937942505,21056000,55112704,0.021276408981066197,0.47891617369740097
166,2.42604660987854,21056000,55112704,0.018637437955476344,0.3164831207808711
167,2.469996213912964,21056000,55112704,0.018918579968158156,0.3920266988639004
168,2.4551851749420166,21056000,55112704,0.01783328701276332,0.3078030274393529
169,2.4074409008026123,21056000,55112704,0.017977801035158336,0.3776223496508916
170,2.401163339614868,21056000,55112704,0.017799133027438074,0.3883692758201472
171,2.42616868019104,21056000,55112704,0.018508694018237293,0.4595398703561301
172,2.4548118114471436,21056000,55112704,0.0204078970127739,0.31247063823989707
173,2.45217227935791,21056000,55112704,0.01900044403737411,0.3456512214082332
174,2.4355928897857666,21056000,55112704,0.01888968504499644,0.33190198694332307
175,2.444578170776367,21056000,55112704,0.017634971998631954,0.3101249355599726
176,2.4653074741363525,21056000,55112704,0.017965207051020116,0.3376499122300678
177,2.4283945560455322,21056000,55112704,0.01848190400050953,0.3244939618313118
178,2.3879635334014893,21056000,55112704,0.018252188980113715,0.3975586856981792
179,2.3782684803009033,21056000,55112704,0.019733901019208133,0.40102081554126595
180,2.4585578441619873,21056000,55112704,0.019594478013459593,0.3494122765948069
181,2.446564197540283,21056000,55112704,0.019356628006789833,0.4022514077542786
182,2.353647232055664,21056000,55112704,0.018399188003968447,0.3951299720328361
183,2.438153028488159,21056000,55112704,0.018787471984978765,0.3840378554693036
184,2.389099597930908,21056000,55112704,0.018150978023186326,0.35836749576640897
185,2.4355413913726807,21056000,55112704,0.01975659403251484,0.37383910674324966
186,2.4127213954925537,21056000,55112704,0.02092948299832642,0.30027870097549386
187,2.3953471183776855,21056000,55112704,0.020229117944836617,0.3786430248401435
188,2.440487861633301,21056000,55112704,0.02026100899092853,0.4213012653513648
189,2.3940582275390625,21056000,55112704,0.02015341498190537,0.3434739750445579
190,2.377227783203125,21056000,55112704,0.018788403016515076,0.33313677902677735
191,2.4228339195251465,21056000,55112704,0.018698813975788653,0.2715264438358348
192,2.455030918121338,21056000,55112704,0.01788679900346324,0.399223050013184
193,2.395883560180664,21056000,55112704,0.01897293300135061,0.37042865307330014
194,2.3805181980133057,21056000,55112704,0.0181806439650245,0.37471902946547303
195,2.3965229988098145,21056000,55112704,0.021486265992280096,0.4028448607106843
196,2.3937973976135254,21056000,55112704,0.019499128044117242,0.3386310623868168
197,2.407186508178711,21056000,55112704,0.017530644952785224,0.3023675623410408
198,2.4098761081695557,21056000,55112704,0.01818545302376151,0.34255624122630446
199,2.3730621337890625,21056000,55112704,0.017851722019258887,0.2793515194587444
200,2.405935764312744,21056000,55112704,0.017776629014406353,0.3416826691273471
201,2.4119677543640137,21056000,55112704,0.017107673978898674,0.47786005296890116
202,2.3670990467071533,21056000,55112704,0.016966547002084553,0.30392489199204514
203,2.4165940284729004,21056000,55112704,0.01724271901184693,0.40991002267794846
204,2.3861300945281982,21056000,55112704,0.017718729039188474,0.5994307881817275
205,2.37520170211792,21056000,55112704,0.019191353989299387,0.4648457242353148
206,2.322725296020508,21056000,55112704,0.018653738021384925,0.47141521184335955
207,2.414090394973755,21056000,55112704,0.018529312044847757,0.3992172209576377
208,2.461243152618408,21056000,55112704,0.01772401900961995,0.5241343252624455
209,2.466867685317993,21056000,55112704,0.017459870025049895,0.36965636866657525
210,2.369633674621582,21056000,55112704,0.018574497022200376,0.3597489540539794
211,2.413991928100586,21056000,55112704,0.017535964027047157,0.4737530552435627
212,2.358025074005127,21056000,55112704,0.017244021990336478,0.3336563589922707
213,2.372621774673462,21056000,55112704,0.017259601037949324,0.4670685799817704
214,2.3898746967315674,21056000,55112704,0.017256796010769904,0.6136599759385721
215,2.3891043663024902,21056000,55112704,0.016974811966065317,0.40887706783935734
216,2.348900556564331,21056000,55112704,0.0169606150011532,0.5544704603611551
217,2.381549119949341,21056000,55112704,0.016993898956570774,0.31218407876279036
218,2.4065632820129395,21056000,55112704,0.01816526398761198,0.5035990380506906
219,2.3307440280914307,21056000,55112704,0.019606729969382286,0.3608309040553428
220,2.338207721710205,21056000,55112704,0.02085916802752763,0.27366504422933163
221,2.3715710639953613,21056000,55112704,0.0172404550248757,0.3279622629991238
222,2.358978271484375,21056000,55112704,0.017108816013205796,0.3506161122241445
223,2.3892247676849365,21056000,55112704,0.017077956988941878,0.31626491285680736
224,2.3529303073883057,21056000,55112704,0.01700455800164491,0.42558047396336796
225,2.366969108581543,21056000,55112704,0.017110769986175,0.3466461050369931
226,2.371758460998535,21056000,55112704,0.017017602978739887,0.38059156345741174
227,2.358027458190918,21056000,55112704,0.016843263991177082,0.4556038444920667
228,2.3705689907073975,21056000,55112704,0.017035557015333325,0.34159879798096876
229,2.3434484004974365,21056000,55112704,0.017183407035190612,0.30971179152916467
230,2.361646890640259,21056000,55112704,0.017658776021562517,0.39230286737098174
231,2.35136079788208,21056000,55112704,0.017742713971529156,0.35436841107614836
232,2.3589231967926025,21056000,55112704,0.01705092698102817,0.4917303822268697
233,2.3780152797698975,21056000,55112704,0.017304976005107164,0.4042562475375754
234,2.3574488162994385,21056000,55112704,0.017200509028043598,0.39457709195441915
235,2.3603475093841553,21056000,55112704,0.01898531400365755,0.36028096853982045
236,2.331223726272583,21056000,55112704,0.01729164196876809,0.36903358299739303
237,2.3187966346740723,21056000,55112704,0.019901417021173984,0.4026111768055899
238,2.339726209640503,21056000,55112704,0.017561662010848522,0.41405060378447706
239,2.356912612915039,21056000,55112704,0.017113614012487233,0.35587536711133644
240,2.3192601203918457,21056000,55112704,0.01723708800273016,0.35926007359415657
241,2.32328200340271,21056000,55112704,0.017252948018722236,0.3687050478432537
242,2.3184852600097656,21056000,55112704,0.017757341964170337,0.3646855382624369
243,2.305795431137085,21056000,55112704,0.01752036396646872,0.32355920834068364
244,2.3724024295806885,21056000,55112704,0.018394486978650093,0.3222119672440329
245,2.306920051574707,21056000,55112704,0.01832042698515579,0.37429216704239476
246,2.321275234222412,21056000,55112704,0.01820386596955359,0.36437545891231127
247,2.352947235107422,21056000,55112704,0.018714371952228248,0.34960288289947206
248,2.3549017906188965,21056000,55112704,0.021427322004456073,0.45562162283194196
249,2.3144984245300293,21056000,55112704,0.01932742103235796,0.44366163368024747
250,2.370389938354492,21056000,55112704,0.01976000895956531,0.4733970476886616
251,2.2909045219421387,21056000,55112704,0.019578184990677983,0.3407686540093001
252,2.324852705001831,21056000,55112704,0.02087055897573009,0.5674043029705441
253,2.3226494789123535,21056000,55112704,0.01836261700373143,0.48952601730497397
254,2.3193795680999756,21056000,55112704,0.018229604000225663,0.37852131724623594
255,2.270343542098999,21056000,55112704,0.018449299968779087,0.42264031248193745
256,2.3542330265045166,21056000,55112704,0.01874956802930683,0.46305118748188123
257,2.3169281482696533,21056000,55112704,0.01866308500757441,0.46089341465719197
258,2.3451621532440186,21056000,55112704,0.02094412804581225,0.3526749186238924
259,2.330596923828125,21056000,55112704,0.02100571501068771,0.3358170840522113
260,2.350529670715332,21056000,55112704,0.01904239197028801,0.3737704966940564
261,2.323460578918457,21056000,55112704,0.019291603995952755,0.5152297426257375
262,2.303579568862915,21056000,55112704,0.018457736005075276,0.35769740577368303
263,2.3436968326568604,21056000,55112704,0.02061982499435544,0.4472699521833496
264,2.3022899627685547,21056000,55112704,0.02066878799814731,0.5229536279150953
265,2.311208486557007,21056000,55112704,0.01938795595197007,0.3869300954037356
266,2.305154800415039,21056000,55112704,0.018442898988723755,0.5440314711009605
267,2.3764805793762207,21056000,55112704,0.018041178002022207,0.44356060203798936
268,2.3213157653808594,21056000,55112704,0.018579657014925033,0.3582890421677055
269,2.3110687732696533,21056000,55112704,0.02074176596943289,0.5645084575566524
270,2.374004364013672,21056000,55112704,0.018501719983760267,0.4716256875658858
271,2.322396755218506,21056000,55112704,0.01809136400697753,0.56994194734419
272,2.280241012573242,21056000,55112704,0.017906724009662867,0.3900065826470363
273,2.3412632942199707,21056000,55112704,0.01847655203891918,0.4065061864143419
274,2.344789981842041,21056000,55112704,0.018178388010710478,0.38523850455330383
275,2.2545361518859863,21056000,55112704,0.018343970994465053,0.5547933022705891
276,2.32709002494812,21056000,55112704,0.020960800000466406,0.44226491988701594
277,2.2781755924224854,21056000,55112704,0.0187225469853729,0.44534485237873805
278,2.3151438236236572,21056000,55112704,0.018084531009662896,0.5766883321638868
279,2.279709577560425,21056000,55112704,0.01764537999406457,0.3582366390044094
280,2.3302395343780518,21056000,55112704,0.01822997600538656,0.3565298954481531
281,2.2960872650146484,21056000,55112704,0.0173378880135715,0.5195469025569884
282,2.262948751449585,21056000,55112704,0.01746417803224176,0.3771120591473563
283,2.294403076171875,21056000,55112704,0.017342265986371785,0.48895090754391396
284,2.2715632915496826,21056000,55112704,0.01709456800017506,0.3843517045397202
285,2.267237663269043,21056000,55112704,0.017040667007677257,0.3677300364390667
286,2.335275650024414,21056000,55112704,0.018493012990802526,0.3852376079584964
287,2.3155131340026855,21056000,55112704,0.019058973994106054,0.42281066548556145
288,2.305377244949341,21056000,55112704,0.017518890963401645,0.4041497539070802
289,2.2889480590820312,21056000,55112704,0.017982958001084626,0.41824321818799737
290,2.350963830947876,21056000,55112704,0.020619324001017958,0.425191054812444
291,2.3229501247406006,21056000,55112704,0.017797467997297645,0.29761757518526444
292,2.2788567543029785,21056000,55112704,0.017154572007711977,0.5054620450071878
293,2.3246285915374756,21056000,55112704,0.01723218895494938,0.46722197048041436
294,2.2807536125183105,21056000,55112704,0.01708110299659893,0.4436246021346908
295,2.2844417095184326,21056000,55112704,0.01842536497861147,0.3982320552576733
296,2.3204500675201416,21056000,55112704,0.017344070016406476,0.38683148689767727
297,2.296416759490967,21056000,55112704,0.01720210100756958,0.3422665791566768
298,2.301987409591675,21056000,55112704,0.017290728981606662,0.47171545158035105
299,2.265674352645874,21056000,55112704,0.017337878001853824,0.34559343580817603
300,2.2290430068969727,21056000,55112704,0.019303103967104107,0.34899042324023455
301,2.3007431030273438,21056000,55112704,0.018050354963634163,0.4643367028114519
302,2.2639598846435547,21056000,55112704,0.017934074974618852,0.5125811298217401
303,2.2865381240844727,21056000,55112704,0.018116620020009577,0.3541439681249945
304,2.2318148612976074,21056000,55112704,0.017921771970577538,0.5960154207805861
305,2.2637064456939697,21056000,55112704,0.01797453098697588,0.5098713407903557
306,2.2935521602630615,21056000,55112704,0.021400388970505446,0.42758126345198183
307,2.289999008178711,21056000,55112704,0.018870936997700483,0.49465037807958456
308,2.264362096786499,21056000,55112704,0.019199908012524247,0.47327413129918466
309,2.265522003173828,21056000,55112704,0.02121643105056137,0.413248743906417
310,2.271225929260254,21056000,55112704,0.018963109992910177,0.4905462160567031
311,2.2566611766815186,21056000,55112704,0.018503592000342906,0.3137591971421569
312,2.2257540225982666,21056000,55112704,0.018888088990934193,0.3812892543156759
313,2.258171319961548,21056000,55112704,0.018419843050651252,0.36352887465916095
314,2.3114748001098633,21056000,55112704,0.017630751011893153,0.39591245597893526
315,2.217787265777588,21056000,55112704,0.017307900998275727,0.341192188902581
316,2.2649149894714355,21056000,55112704,0.01738740096334368,0.38729661307623575
317,2.2449073791503906,21056000,55112704,0.01732529402943328,0.384552943157609
318,2.306607961654663,21056000,55112704,0.01735699299024418,0.4005660555002707
319,2.2705013751983643,21056000,55112704,0.01812742999754846,0.47436309386495523
320,2.234680652618408,21056000,55112704,0.017656298994552344,0.47457331230624916
321,2.255610466003418,21056000,55112704,0.01733431004686281,0.3728659421673971
322,2.2503504753112793,21056000,55112704,0.017292261007241905,0.3848663804189131
323,2.2532801628112793,21056000,55112704,0.01729305204935372,0.4794308295148689
324,2.2570483684539795,21056000,55112704,0.017251092998776585,0.49757225539925215
325,2.236903667449951,21056000,55112704,0.017406516999471933,0.4029742374339085
326,2.226109743118286,21056000,55112704,0.016976524027995765,0.3654632499001876
327,2.1897177696228027,21056000,55112704,0.017318419995717704,0.39673243030579075
328,2.2550225257873535,21056000,55112704,0.017385087034199387,0.40407169200462495
329,2.261251449584961,21056000,55112704,0.016959781991317868,0.46242423909149605
330,2.2459356784820557,21056000,55112704,0.01789119397290051,0.4243704540928738
331,2.20314359664917,21056000,55112704,0.016995900950860232,0.36152078132902676
332,2.195024251937866,21056000,55112704,0.016960133041720837,0.4848257570046468
333,2.2614290714263916,21056000,55112704,0.017277040984481573,0.3721854526523842
334,2.251767873764038,21056000,55112704,0.01694475399563089,0.39806918486081344
335,2.2402937412261963,21056000,55112704,0.01708201301516965,0.5178665987126755
336,2.2520053386688232,21056000,55112704,0.01719844399485737,0.3920432546124492
337,2.247863292694092,21056000,55112704,0.016969910997431725,0.42236818035085855
338,2.23178768157959,21056000,55112704,0.017299194005317986,0.41682110689849206
339,2.251791477203369,21056000,55112704,0.017134583031293005,0.4176759709255034
340,2.175297260284424,21056000,55112704,0.01774286199361086,0.4058571567460761
341,2.260500192642212,21056000,55112704,0.017324662010651082,0.4399383305490301
342,2.2245516777038574,21056000,55112704,0.01708194299135357,0.41313408832669024
343,2.2311832904815674,21056000,55112704,0.016962155990768224,0.4329842965413587
344,2.211031913757324,21056000,55112704,0.01721342100063339,0.426988038042293
345,2.2401344776153564,21056000,55112704,0.018359649053309113,0.39196195865823635
346,2.2448630332946777,21056000,55112704,0.020938155008479953,0.559150750794926
347,2.2876691818237305,21056000,55112704,0.020991194993257523,0.46623031074731364
348,2.2625999450683594,21056000,55112704,0.019294055993668735,0.4083988023588843
349,2.2251713275909424,21056000,55112704,0.021553999977186322,0.46961268170829223
350,2.2248809337615967,21056000,55112704,0.02161632798379287,0.4644311361871533
351,2.251551866531372,21056000,55112704,0.018597788992337883,0.3904180569981319
352,2.260671854019165,21056000,55112704,0.019364660023711622,0.524427847807591
353,2.1783299446105957,21056000,55112704,0.017591836978681386,0.46592741034426965
354,2.14754581451416,21056000,55112704,0.017497919965535402,0.41209787482425025
355,2.2103798389434814,21056000,55112704,0.017430662002880126,0.4877977305054341
356,2.1965298652648926,21056000,55112704,0.017456591012887657,0.5805617203735911
357,2.1983537673950195,21056000,55112704,0.01714024302782491,0.42285640969004246
358,2.255181312561035,21056000,55112704,0.017427767044864595,0.5447278402905714
359,2.24169659614563,21056000,55112704,0.017016678990330547,0.5267436832256012
360,2.213505744934082,21056000,55112704,0.01784590695751831,0.5052672275294876
361,2.2490227222442627,21056000,55112704,0.017267865012399852,0.5724285667660011
362,2.2312474250793457,21056000,55112704,0.01711072796024382,0.5575499863445441
363,2.213290214538574,21056000,55112704,0.01727300399215892,0.5172492458495416
364,2.258840322494507,21056000,55112704,0.01705121499253437,0.39560425386788384
365,2.2494394779205322,21056000,55112704,0.016991642012726516,0.4300263425762336
366,2.2028703689575195,21056000,55112704,0.017386689025443047,0.5087683074226004
367,2.163212299346924,21056000,55112704,0.016983516979962587,0.42454818164882185
368,2.2494735717773438,21056000,55112704,0.017051054979674518,0.5285243213393278
369,2.2035226821899414,21056000,55112704,0.018683261005207896,0.44475450250599585
370,2.150385618209839,21056000,55112704,0.01819158100988716,0.44247104249830466
371,2.1868720054626465,21056000,55112704,0.019793751009274274,0.36916474431364943
372,2.19288969039917,21056000,55112704,0.02118657500250265,0.4228697691030308
373,2.2347500324249268,21056000,55112704,0.02045144495787099,0.39760646544163813
374,2.208019733428955,21056000,55112704,0.018448196991812438,0.4252696898773006
375,2.241492748260498,21056000,55112704,0.02092692395672202,0.405908083228981
376,2.1814661026000977,21056000,55112704,0.018212491006124765,0.4028958908989251
377,2.174314022064209,21056000,55112704,0.017494102998171,0.3981477208433869
378,2.217947006225586,21056000,55112704,0.017475686967372894,0.44401487732525324
379,2.174386978149414,21056000,55112704,0.017346653970889747,0.4335646342321623
380,2.219912052154541,21056000,55112704,0.01700914598768577,0.48333168092634593
