global_step,loss,ortho_loss,total_loss,vram_allocated_bytes,vram_peak_bytes,time_sec,gradient_magnitude
49,2.848330020904541,0.0009787731105461717,2.8484280109405518,22105600,56227840,0.019196092966012657,0.2756654590442562
50,2.8700428009033203,0.001027788151986897,2.870145559310913,22105600,56227840,0.018953032966237515,0.2564506323862278
51,2.800213098526001,0.000984281999990344,2.80031156539917,22105600,56227840,0.01910035201581195,0.34146381209263216
52,2.812201976776123,0.0009264189866371453,2.8122947216033936,22105600,56227840,0.018889433005824685,0.2808088062104421
53,2.8107619285583496,0.0008298407192341983,2.810844898223877,22105600,56227840,0.01902482903096825,0.2724333766158364
54,2.826838731765747,0.0008499854011461139,2.8269238471984863,22105600,56227840,0.018707149021793157,0.26872842847312234
55,2.780893564224243,0.0007106103003025055,2.7809646129608154,22105600,56227840,0.018903230025898665,0.2771627418313992
56,2.746793746948242,0.0005903985002078116,2.7468528747558594,22105600,56227840,0.019044575979933143,0.3186293987493383
57,2.808013677597046,0.0005907691083848476,2.808072805404663,22105600,56227840,0.01874120399588719,0.30315193511580285
58,2.783651828765869,0.0007010437548160553,2.783721923828125,22105600,56227840,0.019020421023014933,0.3064502200882676
59,2.73760724067688,0.0006297295913100243,2.7376701831817627,22105600,56227840,0.019204217998776585,0.3003686118327885
60,2.7494444847106934,0.0006143052014522254,2.7495059967041016,22105600,56227840,0.018780147016514093,0.2727899408041615
61,2.7086658477783203,0.0006088700029067695,2.708726644515991,22105600,56227840,0.019375252013560385,0.31730954814810036
62,2.7206554412841797,0.0005480899126268923,2.720710277557373,22105600,56227840,0.018674867984373122,0.30052171813751016
63,2.7857093811035156,0.0005174764082767069,2.7857611179351807,22105600,56227840,0.019137942988891155,0.31751169625524683
64,2.7049622535705566,0.0005436873179860413,2.705016613006592,22105600,56227840,0.01899332000175491,0.3171836038445278
65,2.733694553375244,0.0006090282113291323,2.733755350112915,22105600,56227840,0.018699174979701638,0.2831829837355169
66,2.6901655197143555,0.0005701680784113705,2.6902225017547607,22105600,56227840,0.01918627502163872,0.28529089618028236
67,2.661001682281494,0.0006097848527133465,2.661062717437744,22105600,56227840,0.01892805699026212,0.36652187510648404
68,2.7314672470092773,0.000551146047655493,2.73152232170105,22105600,56227840,0.018865438003558666,0.32924165115148807
69,2.6658313274383545,0.0006219925708137453,2.6658935546875,22105600,56227840,0.019466573023237288,0.29215857155539776
70,2.6643028259277344,0.0007954155444167554,2.6643824577331543,22105600,56227840,0.018902559007983655,0.2931012153775441
71,2.670687437057495,0.0007677437970414758,2.670764207839966,22105600,56227840,0.019475199980661273,0.3485347847844801
72,2.7098703384399414,0.0006229046266525984,2.709932565689087,22105600,56227840,0.01855700503801927,0.41456863777790376
73,2.700843095779419,0.0006313199992291629,2.700906276702881,22105600,56227840,0.019033486023545265,0.30848195889406466
74,2.6896510124206543,0.0006773555069230497,2.689718723297119,22105600,56227840,0.019192405976355076,0.3507892561383768
75,2.6982598304748535,0.0007634480716660619,2.698336124420166,22105600,56227840,0.018755841010715812,0.43368420539487235
76,2.7093474864959717,0.0006899884319864213,2.709416389465332,22105600,56227840,0.018737146048806608,0.39172307026685077
77,2.624950408935547,0.0006744181737303734,2.6250178813934326,22105600,56227840,0.01910557202063501,0.34127650999784376
78,2.69891095161438,0.0006964446511119604,2.6989805698394775,22105600,56227840,0.020317911985330284,0.5040054149023777
79,2.661780834197998,0.0007975929183885455,2.661860704421997,22105600,56227840,0.019487684010528028,0.3944907475506752
80,2.656097888946533,0.0009575084550306201,2.656193733215332,22105600,56227840,0.01923391397576779,0.3120842692784867
81,2.574047327041626,0.0010428519453853369,2.5741515159606934,22105600,56227840,0.01923767098924145,0.35721710515382704
82,2.668989658355713,0.0009152315324172378,2.669081211090088,22105600,56227840,0.019012205011676997,0.4042066711128012
83,2.6219892501831055,0.0007908832048997283,2.622068405151367,22105600,56227840,0.018666451971512288,0.33075988321916233
84,2.592041015625,0.0007490657735615969,2.592115879058838,22105600,56227840,0.019211731967516243,0.27803669623011673
85,2.6231207847595215,0.0007993201143108308,2.6232006549835205,22105600,56227840,0.01863173599122092,0.28058694078764956
86,2.614017963409424,0.0009691803716123104,2.614114999771118,22105600,56227840,0.019037102989386767,0.39150385050770614
87,2.5855553150177,0.0009378292597830296,2.585649013519287,22105600,56227840,0.018953353981487453,0.41526334529265246
88,2.612546920776367,0.0007564617553725839,2.6126224994659424,22105600,56227840,0.018815354036632925,0.27444787258565956
89,2.590381145477295,0.0006342593114823103,2.590444564819336,22105600,56227840,0.018799974001012743,0.3205273907609581
90,2.626803398132324,0.0006185645470395684,2.6268651485443115,22105600,56227840,0.018998339015524834,0.4210017913292888
91,2.6102497577667236,0.0006684196414425969,2.610316514968872,22105600,56227840,0.019531817000824958,0.3321687750120042
92,2.5733063220977783,0.000718494993634522,2.573378086090088,22105600,56227840,0.01916209899354726,0.2588916924475854
93,2.6193103790283203,0.0005997208645567298,2.619370460510254,22105600,56227840,0.018776761018671095,0.3111978361418575
94,2.5701801776885986,0.0005314046866260469,2.5702333450317383,22105600,56227840,0.01892212498933077,0.3561496464927465
95,2.614234685897827,0.0006129647954367101,2.6142959594726562,22105600,56227840,0.01908019301481545,0.36748544430585334
96,2.60563063621521,0.0006873335805721581,2.605699300765991,22105600,56227840,0.01885285397293046,0.2687323383671135
97,2.6205248832702637,0.0006524229538626969,2.6205902099609375,22105600,56227840,0.01931436703307554,0.3146448167311069
98,2.608471393585205,0.0005135799292474985,2.608522653579712,22105600,56227840,0.01925705699250102,0.4158251853473643
99,2.5982866287231445,0.0006387570756487548,2.5983505249023438,22105600,56227840,0.019048483984079212,0.3346854816658222
100,2.5741820335388184,0.0006289341254159808,2.574244976043701,22105600,56227840,0.021430183027405292,0.2800907997311527
101,2.573467969894409,0.000660732330288738,2.5735340118408203,22105600,56227840,0.02069367200601846,0.33806335545677824
102,2.5671725273132324,0.0006961117614991963,2.56724214553833,22105600,56227840,0.02138039900455624,0.42440556574875904
103,2.49395751953125,0.0006792795029468834,2.494025468826294,22105600,56227840,0.019391132052987814,0.32629907215177845
104,2.599972724914551,0.0007202259730547667,2.6000447273254395,22105600,56227840,0.020442347042262554,0.328671992489654
105,2.5660617351531982,0.0007118304492905736,2.5661330223083496,22105600,56227840,0.021468154969625175,0.27349186831093897
106,2.5546531677246094,0.0007109252037480474,2.5547242164611816,22105600,56227840,0.02167587698204443,0.27384466578674804
107,2.571242570877075,0.0007133766775950789,2.5713138580322266,22105600,56227840,0.019545382994692773,0.32654331807277
108,2.5166549682617188,0.0007618166855536401,2.5167312622070312,22105600,56227840,0.019487221958115697,0.30943651993358856
109,2.5701160430908203,0.0007978317444212735,2.5701959133148193,22105600,56227840,0.019026010995730758,0.32784707405809693
110,2.5246903896331787,0.0006248465506359935,2.5247528553009033,22105600,56227840,0.019411590008530766,0.3181944747168896
111,2.5188980102539062,0.0005449041491374373,2.5189526081085205,22105600,56227840,0.019525965966749936,0.2969163548359525
112,2.5638303756713867,0.0006366418674588203,2.563894033432007,22105600,56227840,0.01913295401027426,0.3305835044194583
113,2.5736567974090576,0.0008066325099207461,2.573737382888794,22105600,56227840,0.019071036018431187,0.2959411720819194
114,2.527960777282715,0.0007775158155709505,2.528038501739502,22105600,56227840,0.019238071981817484,0.27186510738215947
115,2.5300660133361816,0.0007592130568809807,2.530141830444336,22105600,56227840,0.018855469999834895,0.27492062125752703
116,2.5290603637695312,0.0007429394172504544,2.529134750366211,22105600,56227840,0.019095472991466522,0.24851443327351094
117,2.5258307456970215,0.0007401677430607378,2.525904655456543,22105600,56227840,0.01916098699439317,0.26943944141286963
118,2.4815027713775635,0.0007303167949430645,2.4815757274627686,22105600,56227840,0.018769316957332194,0.25848472697200486
119,2.5688037872314453,0.0006468779756687582,2.568868398666382,22105600,56227840,0.019144265039358288,0.30430493141336695
120,2.4915645122528076,0.0006999062024988234,2.4916346073150635,22105600,56227840,0.018598264025058597,0.3430063381351512
121,2.5416176319122314,0.0007992895552888513,2.5416975021362305,22105600,56227840,0.019379109027795494,0.33634733083245766
122,2.55024790763855,0.0008063808782026172,2.550328493118286,22105600,56227840,0.018987398012541234,0.39264640523700756
123,2.5564775466918945,0.0007743213209323585,2.5565550327301025,22105600,56227840,0.018918369023595005,0.3271971322552439
124,2.549807548522949,0.0006594147416763008,2.5498735904693604,22105600,56227840,0.01909831794910133,0.36637396086901247
125,2.4939098358154297,0.0006682358216494322,2.493976593017578,22105600,56227840,0.019046469999011606,0.3486351428305359
126,2.5375311374664307,0.0008202367462217808,2.5376131534576416,22105600,56227840,0.018848506966605783,0.3422589947571409
127,2.5071277618408203,0.0008443534607067704,2.5072121620178223,22105600,56227840,0.019184231001418084,0.3698299065855813
128,2.5706448554992676,0.0008550945203751326,2.570730447769165,22105600,56227840,0.018836773990187794,0.30695065778653585
129,2.5315768718719482,0.0007734854007139802,2.531654119491577,22105600,56227840,0.018855981004890054,0.26472903030909223
130,2.5273404121398926,0.0006183016812428832,2.52740216255188,22105600,56227840,0.01913684100145474,0.31423165570243056
131,2.5012400150299072,0.0005805139662697911,2.501297950744629,22105600,56227840,0.021199187031015754,0.3249403166756642
132,2.463165044784546,0.000618131598457694,2.463226795196533,22105600,56227840,0.021156415983568877,0.36874616948437955
133,2.4838664531707764,0.000638611672911793,2.4839303493499756,22105600,56227840,0.019435545022133738,0.42763428529780206
134,2.5283145904541016,0.0005535322707146406,2.528369903564453,22105600,56227840,0.019799943023826927,0.35541954803587006
135,2.514730453491211,0.00041680733556859195,2.5147721767425537,22105600,56227840,0.019224607036449015,0.5007831983071085
136,2.4748306274414062,0.0004241427523083985,2.4748730659484863,22105600,56227840,0.019033996970392764,0.2576323028271713
137,2.527331590652466,0.0005137079861015081,2.5273828506469727,22105600,56227840,0.01905324397375807,0.5397205606899526
138,2.515132427215576,0.0005018069641664624,2.5151824951171875,22105600,56227840,0.01873557298677042,0.29879414954905914
139,2.4747531414031982,0.0004732994711957872,2.4748005867004395,22105600,56227840,0.01893881702562794,0.39889146278262616
140,2.4911141395568848,0.0005290400004014373,2.4911670684814453,22105600,56227840,0.019209046964533627,0.36787029380850567
141,2.5333008766174316,0.0006134233553893864,2.5333621501922607,22105600,56227840,0.019256245985161513,0.327026865438788
142,2.5069475173950195,0.0005759801715612411,2.507005214691162,22105600,56227840,0.01932757196482271,0.280909024177879
143,2.4775140285491943,0.0005318857147358358,2.477567195892334,22105600,56227840,0.018762923951726407,0.43346879131060445
144,2.4592361450195312,0.0005634884582832456,2.459292411804199,22105600,56227840,0.019140968972351402,0.3168753331325574
145,2.47430157661438,0.00053436029702425,2.4743549823760986,22105600,56227840,0.01914284296799451,0.32970081906964493
146,2.450133800506592,0.0005120341666042805,2.4501850605010986,22105600,56227840,0.019053182972129434,0.362543119732443
147,2.4824585914611816,0.000541017681825906,2.4825127124786377,22105600,56227840,0.019125760009046644,0.34862113778147774
148,2.488581657409668,0.0005675227730534971,2.488638401031494,22105600,56227840,0.01893471903167665,0.3029315499854943
149,2.461784839630127,0.0005315207527019083,2.4618380069732666,22105600,56227840,0.018773705000057817,0.390874473338776
150,2.504276752471924,0.00048725190572440624,2.5043253898620605,22105600,56227840,0.019308275019284338,0.3063097640051369
151,2.490772247314453,0.0004396441509015858,2.490816116333008,22105600,56227840,0.019391642010305077,0.32670665693976136
152,2.4421420097351074,0.00033994653495028615,2.442176103591919,22105600,56227840,0.020229856017977,0.38084331305189056
153,2.4506001472473145,0.00046218547504395247,2.45064640045166,22105600,56227840,0.02023463399382308,0.3345994068317347
154,2.552394390106201,0.0005061260890215635,2.5524449348449707,22105600,56227840,0.01968322304310277,0.4212357704049438
155,2.4977495670318604,0.00045308051630854607,2.4977948665618896,22105600,56227840,0.019010403018910438,0.3246434606186344
156,2.427562713623047,0.0003925086057279259,2.4276020526885986,22105600,56227840,0.019101324025541544,0.32225167634801494
157,2.4557042121887207,0.00032716267742216587,2.4557368755340576,22105600,56227840,0.01901288697263226,0.29648940892839465
158,2.4524424076080322,0.0004554284387268126,2.4524879455566406,22105600,56227840,0.018896046036388725,0.45249835374847364
159,2.45918345451355,0.0005112558137625456,2.4592344760894775,22105600,56227840,0.018790836969856173,0.29696356438341687
160,2.4854400157928467,0.000526163843460381,2.485492706298828,22105600,56227840,0.019138032977934927,0.5200987559440288
161,2.440199851989746,0.0005048349848948419,2.4402503967285156,22105600,56227840,0.019156809023115784,0.3096574341492059
162,2.4638020992279053,0.0004488315898925066,2.4638469219207764,22105600,56227840,0.019026171998120844,0.3584935188721067
163,2.4440131187438965,0.00047422939678654075,2.4440605640411377,22105600,56227840,0.018878202012274414,0.3466128929905406
164,2.449129343032837,0.0005148298805579543,2.449180841445923,22105600,56227840,0.01886666100472212,0.2639535195999447
165,2.4768447875976562,0.0005682027549482882,2.4769015312194824,22105600,56227840,0.019517269975040108,0.48015261134132087
166,2.4265336990356445,0.000572824152186513,2.426590919494629,22105600,56227840,0.01927069399971515,0.3137909932825005
167,2.4715800285339355,0.0005795918405056,2.4716379642486572,22105600,56227840,0.019077709002885967,0.4015095829802599
168,2.456543445587158,0.0005001259269192815,2.4565935134887695,22105600,56227840,0.018994190962985158,0.30235167221656667
169,2.40939998626709,0.0005435789935290813,2.409454345703125,22105600,56227840,0.018798643024638295,0.3871550365905838
170,2.4019992351531982,0.0004849785182159394,2.402047634124756,22105600,56227840,0.01895019900985062,0.3860815714474641
171,2.428189992904663,0.000541381596121937,2.428244113922119,22105600,56227840,0.019413293979596347,0.4772563457992088
172,2.456598997116089,0.0005376043845899403,2.4566526412963867,22105600,56227840,0.018799313984345645,0.3105889286673154
173,2.4538652896881104,0.0005468800663948059,2.4539198875427246,22105600,56227840,0.019128395011648536,0.34864388902864873
174,2.4369521141052246,0.000614996301010251,2.437013626098633,22105600,56227840,0.019097757001873106,0.33047753726695034
175,2.4455442428588867,0.0006052578100934625,2.4456048011779785,22105600,56227840,0.019159193034283817,0.3095151609827477
176,2.4665775299072266,0.0005825626431033015,2.4666357040405273,22105600,56227840,0.01921766303712502,0.3365530145901343
177,2.429649829864502,0.0005792073206976056,2.4297077655792236,22105600,56227840,0.019110741966869682,0.3262318827342041
178,2.389636993408203,0.0005918905953876674,2.3896961212158203,22105600,56227840,0.01911686296807602,0.39547744465902634
179,2.3795578479766846,0.0006125648505985737,2.3796191215515137,22105600,56227840,0.018710235017351806,0.4068688880801695
180,2.459995985031128,0.0005995038663968444,2.4600558280944824,22105600,56227840,0.018739380000624806,0.35572179971137496
181,2.4483842849731445,0.0005038235103711486,2.448434591293335,22105600,56227840,0.019550000957679003,0.40869098568698525
182,2.3549818992614746,0.0005641744355671108,2.3550384044647217,22105600,56227840,0.01873751700622961,0.40744340372849513
183,2.4393038749694824,0.0006381540442816913,2.4393677711486816,22105600,56227840,0.01890605501830578,0.38332948045151827
184,2.391296625137329,0.0006877516862004995,2.3913652896881104,22105600,56227840,0.019134826958179474,0.36719784122123544
185,2.43680477142334,0.0005770113784819841,2.4368624687194824,22105600,56227840,0.01884124195203185,0.37745042447549954
186,2.4136271476745605,0.0004625553556252271,2.4136734008789062,22105600,56227840,0.019166096986737102,0.2988658919812022
187,2.397080659866333,0.0005282884230837226,2.3971335887908936,22105600,56227840,0.019049205002374947,0.3925471015049421
188,2.4419443607330322,0.0005959694972261786,2.4420039653778076,22105600,56227840,0.019075785006862134,0.4239226345940571
189,2.395051956176758,0.0006191813736222684,2.395113945007324,22105600,56227840,0.019071979040745646,0.34374962137549353
190,2.378511905670166,0.000523736234754324,2.3785643577575684,22105600,56227840,0.01878297299845144,0.3389782074139123
191,2.4242701530456543,0.000501594680827111,2.4243202209472656,22105600,56227840,0.01938795601017773,0.27266570581458466
192,2.4562230110168457,0.00047184425056912005,2.456270217895508,22105600,56227840,0.018848756968509406,0.3959253804411762
193,2.398178815841675,0.000495453889016062,2.398228406906128,22105600,56227840,0.019022796011995524,0.3744048935497048
194,2.3813400268554688,0.0005170817603357136,2.381391763687134,22105600,56227840,0.01909559400519356,0.3648148070507634
195,2.397657632827759,0.0004049634444527328,2.397698163986206,22105600,56227840,0.018801557016558945,0.4117268272415195
196,2.3944222927093506,0.0003855978138744831,2.394460916519165,22105600,56227840,0.019299589039292186,0.33611474035219113
197,2.408796548843384,0.0004982366226613522,2.408846378326416,22105600,56227840,0.019315849000122398,0.3099143876998216
198,2.4108519554138184,0.0005074950167909265,2.410902738571167,22105600,56227840,0.01906533702276647,0.34806591793687064
199,2.373342990875244,0.0005002672551199794,2.3733930587768555,22105600,56227840,0.01899599499301985,0.2762226413770286
200,2.407093048095703,0.0005807194393128157,2.407151222229004,22105600,56227840,0.021421957993879914,0.34312698890021776
201,2.413740634918213,0.0005117077962495387,2.4137918949127197,22105600,56227840,0.024011629982851446,0.4878316202826441
202,2.3680481910705566,0.00040981711936183274,2.368089199066162,22105600,56227840,0.019532017002347857,0.29892815279722657
203,2.4173569679260254,0.0004295099060982466,2.4173998832702637,22105600,56227840,0.019389347988180816,0.40991082233066584
204,2.3873534202575684,0.00042477837996557355,2.3873958587646484,22105600,56227840,0.018923658994026482,0.5977566980368302
205,2.3768324851989746,0.0004861244233325124,2.3768811225891113,22105600,56227840,0.019404637976549566,0.4733639674989952
206,2.324103355407715,0.0005743771907873452,2.3241608142852783,22105600,56227840,0.018921855022199452,0.4733893948238031
207,2.415339946746826,0.0005070912884548306,2.415390729904175,22105600,56227840,0.01918825804023072,0.3927641039601867
208,2.46281099319458,0.0005217689322307706,2.4628632068634033,22105600,56227840,0.019182617019396275,0.5252639079356591
209,2.4675309658050537,0.0005622821627184749,2.4675872325897217,22105600,56227840,0.018632378021720797,0.3704163982510086
210,2.3701889514923096,0.0006318122614175081,2.3702521324157715,22105600,56227840,0.01908943202579394,0.359689693378206
211,2.414907217025757,0.0006131735281087458,2.414968490600586,22105600,56227840,0.019427179999183863,0.4722770560249412
212,2.3581161499023438,0.000589342147577554,2.358175039291382,22105600,56227840,0.019014240009710193,0.3329442270897063
213,2.3737173080444336,0.0006003127200528979,2.373777389526367,22105600,56227840,0.01895100000547245,0.47411658874865903
214,2.3914923667907715,0.0006467230850830674,2.391556978225708,22105600,56227840,0.018753626965917647,0.6149861068001319
215,2.3901143074035645,0.0005321864737197757,2.390167474746704,22105600,56227840,0.018948084965813905,0.41703197696716376
216,2.3497462272644043,0.0005605886690318584,2.349802255630493,22105600,56227840,0.01908062497386709,0.5576982642682349
217,2.382462978363037,0.0005039107636548579,2.3825132846832275,22105600,56227840,0.018742887012194842,0.3139807604908648
218,2.4085288047790527,0.0004931985749863088,2.4085781574249268,22105600,56227840,0.019110792025458068,0.508754105089413
219,2.3316173553466797,0.0005125735187903047,2.3316686153411865,22105600,56227840,0.018752163974568248,0.3629833578881365
220,2.3390185832977295,0.0005347533733583987,2.3390719890594482,22105600,56227840,0.01936996099539101,0.27376012073119965
221,2.3724896907806396,0.000644722837023437,2.372554063796997,22105600,56227840,0.019936240976676345,0.3306691159556676
222,2.3594484329223633,0.0006723339320160449,2.35951566696167,22105600,56227840,0.01902952801901847,0.3511974458791217
223,2.389237642288208,0.0006142835482023656,2.389299154281616,22105600,56227840,0.018895876011811197,0.31613431069760345
224,2.3535799980163574,0.0004613211494870484,2.353626012802124,22105600,56227840,0.01889020495582372,0.4254047927242922
225,2.366814136505127,0.0003717828367371112,2.366851329803467,22105600,56227840,0.01896271196892485,0.34486625640002205
226,2.3728413581848145,0.000488629681058228,2.3728902339935303,22105600,56227840,0.019235618005041033,0.380122256593557
227,2.3590946197509766,0.0004860259941779077,2.3591432571411133,22105600,56227840,0.019372926966752857,0.4563733388707909
228,2.370973587036133,0.0005565215833485126,2.3710291385650635,22105600,56227840,0.018897889007348567,0.34123702483337054
229,2.3442928791046143,0.0005519550759345293,2.344348192214966,22105600,56227840,0.0194857909809798,0.31025442836470857
230,2.3616700172424316,0.0005223136977292597,2.361722230911255,22105600,56227840,0.019138513947837055,0.38766932041201585
231,2.3519041538238525,0.0006049234652891755,2.3519647121429443,22105600,56227840,0.019607800990343094,0.356665918868113
232,2.3596396446228027,0.0006343639106489718,2.3597030639648438,22105600,56227840,0.018940931011456996,0.49983726164126274
233,2.3788235187530518,0.0006333794444799423,2.3788869380950928,22105600,56227840,0.019202194991521537,0.4119853456139345
234,2.358069896697998,0.0006621001521125436,2.3581361770629883,22105600,56227840,0.01933616801397875,0.3968605909556573
235,2.3610615730285645,0.0005810732254758477,2.3611197471618652,22105600,56227840,0.01898657699348405,0.36003868103844994
236,2.3326878547668457,0.0005218155565671623,2.332740068435669,22105600,56227840,0.020216049975715578,0.37464433222734794
237,2.319911479949951,0.0005169201758690178,2.319963216781616,22105600,56227840,0.01978679798776284,0.4081480565308115
238,2.3407392501831055,0.0005232329131104052,2.3407914638519287,22105600,56227840,0.01903508900431916,0.41223718472813653
239,2.35799503326416,0.0005681437905877829,2.3580517768859863,22105600,56227840,0.01911001099506393,0.35798216658220733
240,2.3199355602264404,0.000592163298279047,2.3199946880340576,22105600,56227840,0.01885637204395607,0.35521101591850013
241,2.323612689971924,0.0005335035384632647,2.3236660957336426,22105600,56227840,0.01949028897797689,0.36418033953609413
242,2.3188905715942383,0.0004804093041457236,2.3189384937286377,22105600,56227840,0.018785608001053333,0.3664735117969208
243,2.306495189666748,0.0005259074969217181,2.3065478801727295,22105600,56227840,0.019157990987878293,0.326197788171161
244,2.372818946838379,0.0004943084204569459,2.372868299484253,22105600,56227840,0.019178540038410574,0.31826826316766105
245,2.3069868087768555,0.0004946135450154543,2.3070361614227295,22105600,56227840,0.018863936013076454,0.3726738018382728
246,2.322643756866455,0.0005378846544772387,2.322697639465332,22105600,56227840,0.01896064804168418,0.36707361884284356
247,2.353395462036133,0.00048594543477520347,2.3534440994262695,22105600,56227840,0.019161547999829054,0.34955689704760523
248,2.3553929328918457,0.0005633393302559853,2.3554491996765137,22105600,56227840,0.018815042974893004,0.4553800196659497
249,2.314457416534424,0.0005861743120476604,2.314516067504883,22105600,56227840,0.019235507992561907,0.4418630965862183
250,2.3716325759887695,0.0005131003563292325,2.3716838359832764,22105600,56227840,0.01865325798280537,0.479272306190233
251,2.2923405170440674,0.0005246276850812137,2.2923929691314697,22105600,56227840,0.01976027898490429,0.34293427595373155
252,2.3258228302001953,0.0004952470189891756,2.3258724212646484,22105600,56227840,0.01961816003313288,0.5775125214006993
