global_step,loss,ortho_loss,total_loss,lambda_weight,vram_allocated_bytes,vram_peak_bytes,time_sec,gradient_magnitude
119,2.5231993198394775,0.14892202615737915,2.5267436504364014,0.0238,22957568,57587712,0.02031935501145199,0.2804831749797613
120,2.542631149291992,0.14221835136413574,2.54604434967041,0.024,22957568,57587712,0.021468072023708373,0.44282501790074374
121,2.521902084350586,0.1483936905860901,2.5254931449890137,0.0242,22957568,57587712,0.020821514015551656,0.37576653983515956
122,2.516319990158081,0.144668847322464,2.519850015640259,0.0244,22957568,57587712,0.020028551982250065,0.5941101569551489
123,2.4908385276794434,0.14498069882392883,2.4944050312042236,0.0246,22957568,57587712,0.0205026880139485,0.31476908177311325
124,2.5659899711608887,0.1438944786787033,2.569558620452881,0.024800000000000003,22957568,57587712,0.020117848995141685,0.49709444761339405
125,2.5363104343414307,0.14711615443229675,2.5399882793426514,0.025,22957568,57587712,0.01926683896454051,0.34400883427821977
126,2.513355255126953,0.14301848411560059,2.5169594287872314,0.0252,22957568,57587712,0.01996091502951458,0.34753281543725967
127,2.482426166534424,0.14702655375003815,2.4861607551574707,0.025400000000000002,22957568,57587712,0.01990629400825128,0.2663690772363995
128,2.4891302585601807,0.14260292053222656,2.492780923843384,0.0256,22957568,57587712,0.01956033700844273,0.3696278869750902
129,2.497178792953491,0.14415304362773895,2.5008978843688965,0.025800000000000003,22957568,57587712,0.019360983977094293,0.5500587905717637
130,2.5039596557617188,0.14183321595191956,2.5076472759246826,0.026000000000000002,22957568,57587712,0.019667387008666992,0.3144355964493685
131,2.5128984451293945,0.13834398984909058,2.5165231227874756,0.0262,22957568,57587712,0.019573040946852416,0.5626517010057387
132,2.54679799079895,0.1424601972103119,2.5505590438842773,0.026400000000000003,22957568,57587712,0.019753157976083457,0.3771075971719373
133,2.504960775375366,0.14398497343063354,2.5087907314300537,0.026600000000000002,22957568,57587712,0.01931943598901853,0.47027810339729176
134,2.4932587146759033,0.14378169178962708,2.4971120357513428,0.026800000000000004,22957568,57587712,0.019329304981511086,0.33717142164847863
135,2.4602181911468506,0.1417272537946701,2.4640448093414307,0.027000000000000003,22957568,57587712,0.01991270500002429,0.34798570581532734
136,2.4208412170410156,0.1419070065021515,2.424700975418091,0.027200000000000002,22957568,57587712,0.019987294974271208,0.3454628422970003
137,2.458233594894409,0.14076611399650574,2.462090492248535,0.027400000000000004,22957568,57587712,0.019166551006492227,0.3677165230972031
138,2.485558032989502,0.1412239670753479,2.4894556999206543,0.027600000000000003,22957568,57587712,0.019370772992260754,0.2619977623682569
139,2.460700750350952,0.13889220356941223,2.464561939239502,0.027800000000000005,22957568,57587712,0.01903061696793884,0.339953213533863
140,2.4787862300872803,0.1405791938304901,2.482722520828247,0.028000000000000004,22957568,57587712,0.01950289000524208,0.4521247101882202
141,2.460939645767212,0.13760331273078918,2.464820146560669,0.0282,22957568,57587712,0.02003197802696377,0.3459566256655405
142,2.4632160663604736,0.14002281427383423,2.4671926498413086,0.028399999999999998,22957568,57587712,0.019219128997065127,0.38459785920011785
143,2.4830644130706787,0.14389187097549438,2.487179756164551,0.0286,22957568,57587712,0.01936827797908336,0.3947324451831561
144,2.4682369232177734,0.13939346373081207,2.4722514152526855,0.0288,22957568,57587712,0.019304808985907584,0.4011938406593382
145,2.492136001586914,0.13884547352790833,2.4961624145507812,0.028999999999999998,22957568,57587712,0.019255507038906217,0.3448320936622421
146,2.4427976608276367,0.14066952466964722,2.4469051361083984,0.0292,22957568,57587712,0.01982832798967138,0.41806031305064706
147,2.4394924640655518,0.1382092535495758,2.4435558319091797,0.0294,22957568,57587712,0.019224108022172004,0.29947200218715175
148,2.462740182876587,0.13737070560455322,2.466806411743164,0.0296,22957568,57587712,0.01919954299228266,0.7785616113693135
149,2.516427993774414,0.1403273046016693,2.5206098556518555,0.0298,22957568,57587712,0.019393505004700273,0.47322424119574824
150,2.4510467052459717,0.14202450215816498,2.4553074836730957,0.03,22957568,57587712,0.01994885300518945,0.6686903563269151
151,2.434999704360962,0.134747713804245,2.4390690326690674,0.0302,22957568,57587712,0.01976843597367406,0.3269249514691026
152,2.46597957611084,0.13906407356262207,2.4702072143554688,0.0304,22957568,57587712,0.01895942399278283,0.5021826503038964
153,2.465564489364624,0.14409863948822021,2.4699738025665283,0.030600000000000002,22957568,57587712,0.019312824006192386,0.36342891755245044
154,2.441514015197754,0.13647522032260895,2.4457173347473145,0.0308,22957568,57587712,0.01921936997678131,0.32983076556750246
155,2.546113967895508,0.14009253680706024,2.5504567623138428,0.031,22957568,57587712,0.01974062400404364,0.7482146627882662
156,2.4865851402282715,0.13605064153671265,2.4908299446105957,0.031200000000000002,22957568,57587712,0.02072283998131752,0.31915438122034445
157,2.474724054336548,0.13884736597537994,2.479083776473999,0.031400000000000004,22957568,57587712,0.020280311990063637,0.49766761283388183
158,2.48710560798645,0.13943682610988617,2.491511821746826,0.0316,22957568,57587712,0.019562070025131106,0.6157698443306442
159,2.38923716545105,0.1370726078748703,2.3935961723327637,0.0318,22957568,57587712,0.019571447977796197,0.39196483203075316
160,2.39758038520813,0.13778544962406158,2.401989459991455,0.032,22957568,57587712,0.019374019000679255,0.5732955919096817
161,2.413498878479004,0.14072339236736298,2.418030261993408,0.0322,22957568,57587712,0.019382255035452545,0.3238566521851449
162,2.417691707611084,0.14296463131904602,2.422323703765869,0.032400000000000005,22957568,57587712,0.018912956991698593,0.593749783194039
163,2.454361915588379,0.14078634977340698,2.458951473236084,0.032600000000000004,22957568,57587712,0.01899603195488453,0.3103841386058711
164,2.456665277481079,0.1397097110748291,2.461247682571411,0.0328,22957568,57587712,0.01931195199722424,0.3788810554909472
165,2.435404062271118,0.13983097672462463,2.44001841545105,0.033,22957568,57587712,0.019761072006076574,0.3455519615830288
166,2.4693379402160645,0.13839879631996155,2.4739327430725098,0.0332,22957568,57587712,0.01971582800615579,0.3142307240987089
167,2.451756238937378,0.14024890959262848,2.4564404487609863,0.033400000000000006,22957568,57587712,0.0191584859858267,0.39100962891290986
168,2.4243810176849365,0.13418924808502197,2.428889751434326,0.033600000000000005,22957568,57587712,0.019175376975908875,0.3346554925560565
169,2.4296090602874756,0.13675720989704132,2.4342315196990967,0.033800000000000004,22957568,57587712,0.019111557980068028,0.43483255816719607
170,2.4008970260620117,0.1398409903049469,2.405651569366455,0.034,22957568,57587712,0.01922936801565811,0.45368589834983575
171,2.414579391479492,0.13408564031124115,2.4191651344299316,0.0342,22957568,57587712,0.019215662963688374,0.3386723026290045
172,2.439291477203369,0.13623559474945068,2.4439780712127686,0.0344,22957568,57587712,0.01923353597521782,0.6048255658502699
173,2.4415125846862793,0.1330702304840088,2.4461169242858887,0.0346,22957568,57587712,0.019113783026114106,0.3696103485777776
174,2.452160120010376,0.13801150023937225,2.456962823867798,0.0348,22957568,57587712,0.019323153013829142,0.6936058294070093
175,2.4431629180908203,0.13401713967323303,2.4478535652160645,0.034999999999999996,22957568,57587712,0.019092663016635925,0.5747439239886927
176,2.461308479309082,0.13576313853263855,2.4660873413085938,0.0352,22957568,57587712,0.019158625975251198,0.5804447687651473
177,2.366401433944702,0.13528220355510712,2.371190309524536,0.0354,22957568,57587712,0.019326570036355406,0.6270068037399519
178,2.4611618518829346,0.13830560445785522,2.466085433959961,0.0356,22957568,57587712,0.019494815031066537,0.33521013631137253
179,2.4205939769744873,0.13363005220890045,2.42537784576416,0.0358,22957568,57587712,0.019852343015372753,0.5759731929988292
180,2.430751323699951,0.13624383509159088,2.4356560707092285,0.036,22957568,57587712,0.019885274989064783,0.43703223106037714
181,2.4088568687438965,0.13202668726444244,2.4136362075805664,0.0362,22957568,57587712,0.01931820501340553,0.4022843090381903
182,2.3873090744018555,0.13227954506874084,2.3921239376068115,0.0364,22957568,57587712,0.019297546008601785,0.33070110130420527
183,2.410296678543091,0.13458135724067688,2.415222406387329,0.0366,22957568,57587712,0.01890302897663787,0.38089652125293266
184,2.376253843307495,0.13207387924194336,2.3811142444610596,0.0368,22957568,57587712,0.01928057399345562,0.4540171367316553
185,2.3878228664398193,0.1322913020849228,2.3927175998687744,0.037,22957568,57587712,0.01934262103168294,0.38385895501965006
186,2.3832921981811523,0.1360243558883667,2.388352394104004,0.037200000000000004,22957568,57587712,0.019805075018666685,0.46610467091371766
187,2.419093370437622,0.12846224009990692,2.4238977432250977,0.0374,22957568,57587712,0.01960794604383409,0.3120504867938096
188,2.4395787715911865,0.13192757964134216,2.4445393085479736,0.0376,22957568,57587712,0.01895916397916153,0.31767077150764217
189,2.3934476375579834,0.12979291379451752,2.3983538150787354,0.0378,22957568,57587712,0.019393686030525714,0.34653709165515545
190,2.3970463275909424,0.1273026168346405,2.401883840560913,0.038000000000000006,22957568,57587712,0.01954317494528368,0.35519758117680406
191,2.38875675201416,0.13128089904785156,2.3937716484069824,0.038200000000000005,22957568,57587712,0.019202758034225553,0.4368882347328225
192,2.3819854259490967,0.13454599678516388,2.3871519565582275,0.038400000000000004,22957568,57587712,0.019467013014946133,0.35628563099700494
193,2.430396795272827,0.13332737982273102,2.4355432987213135,0.0386,22957568,57587712,0.019137536990456283,0.39591068075527147
194,2.3717198371887207,0.1290459930896759,2.3767268657684326,0.0388,22957568,57587712,0.019306713016703725,0.5359464248796585
195,2.4721076488494873,0.13517750799655914,2.477379560470581,0.03900000000000001,22957568,57587712,0.020151080971118063,0.5021531202470033
196,2.3639934062957764,0.1320514678955078,2.3691697120666504,0.039200000000000006,22957568,57587712,0.019083496008533984,0.49769216919026804
197,2.405409097671509,0.12927643954753876,2.4105026721954346,0.039400000000000004,22957568,57587712,0.019579694024287164,0.41812823681140676
198,2.389542579650879,0.1299162060022354,2.3946871757507324,0.0396,22957568,57587712,0.019102081016171724,0.4308647532387936
199,2.393604278564453,0.13168281316757202,2.3988451957702637,0.0398,22957568,57587712,0.019267669995315373,0.3314547411475851
200,2.3772075176239014,0.12723417580127716,2.3822968006134033,0.04000000000000001,22957568,57587712,0.023605177004355937,0.3867382153954438
201,2.390556573867798,0.1284104883670807,2.395718574523926,0.04020000000000001,22957568,57587712,0.022605939011555165,0.41013730913072804
202,2.364065408706665,0.12853001058101654,2.369257926940918,0.040400000000000005,22957568,57587712,0.019857402017805725,0.3842955338824192
203,2.4222898483276367,0.12793904542922974,2.4274842739105225,0.040600000000000004,22957568,57587712,0.019913277006708086,0.494022255092311
204,2.361496925354004,0.12969936430454254,2.366788625717163,0.0408,22957568,57587712,0.01987522596027702,0.4878288506430171
205,2.4398000240325928,0.13768567144870758,2.4454450607299805,0.041,22957568,57587712,0.021155979949980974,0.425212356636715
206,2.408494234085083,0.1332358419895172,2.4139835834503174,0.0412,22957568,57587712,0.019733652006834745,0.588544308535363
207,2.392960548400879,0.1333303451538086,2.3984804153442383,0.0414,22957568,57587712,0.019288138020783663,0.38333392979639813
208,2.3922677040100098,0.12970395386219025,2.3976633548736572,0.0416,22957568,57587712,0.019517417007591575,0.3172378805164399
209,2.3732199668884277,0.1318987011909485,2.3787333965301514,0.041800000000000004,22957568,57587712,0.019694608985446393,0.41702487211407196
210,2.4323205947875977,0.1281474083662033,2.4377028942108154,0.042,22957568,57587712,0.0192183880135417,0.5698980982923417
211,2.334824800491333,0.13082343339920044,2.340345621109009,0.0422,22957568,57587712,0.019597286998759955,0.4726378863904636
212,2.381965160369873,0.12853367626667023,2.3874149322509766,0.0424,22957568,57587712,0.01950461301021278,0.6650335142272377
213,2.3940415382385254,0.12994185090065002,2.3995771408081055,0.0426,22957568,57587712,0.019798192020971328,0.37685015163400415
214,2.37615704536438,0.13657908141613007,2.382002592086792,0.042800000000000005,22957568,57587712,0.019759338989388198,0.4284189262041147
215,2.396013021469116,0.12917868793010712,2.4015676975250244,0.043000000000000003,22957568,57587712,0.019349694019183517,0.3592966736234512
216,2.3909108638763428,0.12978875637054443,2.396517753601074,0.0432,22957568,57587712,0.019444440957158804,0.42374208777568984
217,2.400075912475586,0.12940764427185059,2.4056921005249023,0.0434,22957568,57587712,0.01953709399094805,0.36373864427941516
218,2.4080095291137695,0.12960705161094666,2.4136602878570557,0.0436,22957568,57587712,0.01944689598167315,0.5347379321827977
219,2.3418850898742676,0.13089340925216675,2.3476181030273438,0.043800000000000006,22957568,57587712,0.01942739897640422,0.4578287180373696
220,2.333881378173828,0.13067959249019623,2.3396313190460205,0.044000000000000004,22957568,57587712,0.01996105699799955,0.40891715935112155
221,2.3578104972839355,0.1306205540895462,2.363584041595459,0.0442,22957568,57587712,0.01913082500686869,0.5748015308545095
222,2.3695104122161865,0.12816767394542694,2.3752009868621826,0.0444,22957568,57587712,0.01928616501390934,0.5088716521690891
223,2.3789010047912598,0.12751692533493042,2.3845882415771484,0.0446,22957568,57587712,0.019198852009139955,0.47935314933015155
224,2.3807437419891357,0.12500888109207153,2.3863441944122314,0.044800000000000006,22957568,57587712,0.019512669008690864,0.42388112508968817
225,2.3743975162506104,0.1285497397184372,2.3801822662353516,0.045000000000000005,22957568,57587712,0.019114134018309414,0.7698969539859842
226,2.371277093887329,0.13056790828704834,2.37717866897583,0.045200000000000004,22957568,57587712,0.019063880026806146,0.3954410989503274
227,2.3590452671051025,0.1283636838197708,2.364872932434082,0.0454,22957568,57587712,0.01920434198109433,0.6500403853659995
228,2.389071464538574,0.1317121684551239,2.3950774669647217,0.0456,22957568,57587712,0.01924025994958356,0.6169739962206309
